customer_id,mean_reviews_per_week,total_reviews,avg_sim,unique_products,unique_product_parents,mean_start_rating,count_neg,count_pos,mean_score_neg,mean_score_pos,percentage_of_links,percentage_of_emails,percentage_of_reviews_from_vine,percentage_of_verified,is_main_sentiment_positive,is_fraud,fraud_pred
11663842,2,2,0.5,2,2,3.5,0,2,0,0.9998434185,0,0,0,1,1,0,0.07
5388280,2,2,0,2,2,3,1,1,0.000301431,0.999841213,0,0,0,1,0,0,0
36402631,1,2,0,2,2,2,2,0,0.00241007,0,0,0,0,1,0,0,0
42391754,1,2,0,2,2,5,0,2,0,0.9998738765,0,0,0,1,1,0,0
23826451,2,2,0.2023809524,2,2,5,0,2,0,0.9295555355,0,0,0,0,1,0,0.05
32038204,1.142857143,8,0.09255879737,8,8,4.75,7,1,0.05807164014,0.724897861,0,0,0,0,0,0,0.01
16448647,2,2,1,2,2,5,0,2,0,0.999873161,0,0,0,1,1,1,1
13035484,2,2,0.5,2,2,5,0,2,0,0.9998539685,0,0,0,1,1,1,0.7
9312568,1,2,0.4255319149,2,2,4,2,0,0.0176301415,0,0,0,0,0,0,0,0
29423006,2,2,0,2,2,4,0,2,0,0.969688505,0,0,0,1,1,0,0.01
38105349,1,2,0,2,2,5,1,1,0.039228566,0.999868989,0,0,0,1,0,0,0
38367373,1,2,0,2,2,3.5,2,0,0.0038753235,0,0,0,0,1,0,0,0
11491447,2,2,0.1724137931,2,2,3,1,1,0.000469314,0.998749375,0,0,0,1,0,0,0
50027179,1,8,0.103188622,8,8,4.75,5,3,0.0436217782,0.880185048,0,0,0,0.12,0,0,0.06
12644809,1,2,0.2857142857,2,2,5,0,2,0,0.9997234045,0,0,0,1,1,0,0.04
14544335,1,2,0,2,2,1,2,0,0.0035047595,0,0,0,0,0.5,0,0,0
11144211,2,2,0,2,2,5,0,2,0,0.999828845,0,0,0,1,1,0,0.01
37818275,2,2,1,2,2,4,0,2,0,0.999841213,0,0,0,1,1,1,1
25017512,1,2,1,2,2,5,0,2,0,0.999841213,0,0,0,1,1,0,0.01
4367555,1,2,1,2,2,5,0,2,0,0.999841213,0,0,0,1,1,0,0.01
35129842,2,2,1,2,2,4,0,2,0,0.999841213,0,0,0,1,1,1,1
18830701,1,2,0.5,2,2,5,0,2,0,0.9998292625,0,0,0,1,1,0,0.09
50544764,2,2,0.5,2,2,5,0,2,0,0.9998456835,0,0,0,0.5,1,0,0.08
27895907,2,2,1,2,2,5,0,2,0,0.999853849,0,0,0,1,1,1,0.9966666667
30554689,2,2,0,2,2,5,0,2,0,0.999649823,0,0,0,1,1,0,0.05
33338061,1,2,0.02702702703,2,2,5,1,1,0.002974684,0.999875665,0,0,0,1,0,0,0
1297040,2,2,0.08108108108,2,2,4,1,1,0.003311022,0.999475658,0,0,0,1,0,0,0
49796412,1.5,3,0.01149425287,3,3,4.333333333,2,1,0.02661815,0.999420762,0,0,0,1,0,0,0
21714269,1,4,0.02483333333,4,4,4,3,1,0.02550623767,0.998283029,0,0,0,0.75,0,0,0
14797425,1,2,0.1,2,2,5,0,2,0,0.997450382,0,0,0,1,1,0,0
13363427,1,2,0.3333333333,2,2,5,0,2,0,0.9998679755,0,0,0,1,1,0,0.01
10405895,1,2,0.05263157895,2,2,4,0,2,0,0.9992616175,0,0,0,1,1,0,0.02
16219553,2,2,0,2,2,1,2,0,0.000256452,0,0,0,0,1,0,0,0.1
5673282,1,2,0.2222222222,2,2,4.5,1,1,0.011005677,0.999858618,0,0,0,1,0,0,0
42599998,2,2,1,2,2,5,0,2,0,0.999844909,0,0,0,1,1,0,0.5520714286
20737314,1.333333333,4,0,4,4,4,2,2,0.054933307,0.9901930095,0,0,0,1,0,0,0
49323709,1,2,0.3333333333,2,2,5,0,2,0,0.9991077185,0,0,0,1,1,0,0.08
25440269,1,2,0.2,2,2,5,1,1,0.015868519,0.999873161,0,0,0,1,0,0,0.01
42133299,2,2,0.3333333333,2,2,5,0,2,0,0.999880731,0.5,0,0,1,1,0,0.01
2369872,1,2,1,2,2,5,0,2,0,0.999841213,0,0,0,1,1,0,0.01
14841603,2,2,0,2,2,4.5,0,2,0,0.9998488425,0,0,0,0,1,0,0.01
24187297,1,2,0,2,2,5,0,2,0,0.9998274145,0,0,0,1,1,1,0.61
28582478,2,2,1,2,2,5,0,2,0,0.999859929,0,0,0,1,1,0,0.5096666667
21155796,1,2,0.09090909091,2,2,5,1,1,0.075151458,0.980074644,0,0,0,0,0,0,0.01
18598950,1,2,0.05,2,2,4,0,2,0,0.993195206,0,0,0,1,1,0,0.01
39815506,2,2,1,2,2,5,0,2,0,0.999841213,0,0,0,1,1,1,0.8755238095
4744072,1,2,0.02702702703,2,2,4.5,1,1,0.062366288,0.972515106,0,0,0,1,0,0,0
16975415,4,4,1,4,4,5,0,4,0,0.999856472,0,0,0,1,1,1,0.99
44575314,1,2,0,2,2,5,1,1,0.492319912,0.998441517,0,0,0,1,0,0,0
24486730,1,2,0,2,2,4,1,1,0.32017076,0.999693036,0,0,0,1,0,0,0
52831383,1,2,0.03125,2,2,4,1,1,0.050827235,0.797350705,0,0,0,1,0,0,0
51537411,2,2,1,2,2,4,0,2,0,0.999852777,0,0,0,1,1,1,0.96
53055607,1,2,0.06666666667,2,2,5,0,2,0,0.998009831,0,0,0,1,1,0,0
12323042,1.5,3,0,3,3,3.666666667,1,2,0.05096833,0.9998687505,0,0,0,1,1,0,0.01
2174688,1,2,1,2,2,5,0,2,0,0.999858856,0,0,0,1,1,0,0.01
12870480,2,2,1,2,2,5,0,2,0,0.999858856,0,0,0,1,1,1,0.6121904762
45162917,2,2,0.5,2,2,5,0,2,0,0.999846518,0,0,0,1,1,0,0.15
40063655,1,2,0.05555555556,2,2,5,0,2,0,0.998647809,0,0,0,1,1,0,0.02
13051014,1.5,3,0.2039652384,3,3,5,2,1,0.011743518,0.755764723,0,0,0,0,0,0,0.08
37354377,1,2,0,2,2,3,1,1,0.000765956,0.999861002,0,0,0,1,0,0,0
16199454,2,2,0.0625,2,2,4,0,2,0,0.999266535,0,0,0,1,1,0,0.04
51545051,1,2,0,2,2,5,1,1,0.143091753,0.999734819,0,0,0,1,0,0,0.03
17452395,2,2,1,2,2,5,0,2,0,0.999869347,0,0,0,0.5,1,1,0.77
3427192,1,2,0.5,2,2,4,0,2,0,0.9997853935,0,0,0,0.5,1,0,0.05571428571
50772600,1,2,0.1176470588,2,2,5,0,2,0,0.9980474415,0,0,0,1,1,0,0.01
38125790,1,2,0.0859375,2,2,5,2,0,0.0770619915,0,0,0,0,0,0,0,0.04
19718879,1,2,0.09090909091,2,2,5,0,2,0,0.9955837425,0,0,0,1,1,0,0.05
12315439,2,2,0.1428571429,2,2,5,0,2,0,0.998614758,0,0,0,1,1,0,0.11
44207452,2,2,0,2,2,5,0,2,0,0.999848664,0,0,0,1,1,0,0.12
2346648,2,4,0.175,4,4,1,4,0,0.0049338115,0,0,0,0,0.25,0,0,0.15
40387399,1,3,0.0303030303,3,3,4.333333333,2,1,0.0663732625,0.973635733,0,0,0,1,0,0,0
41860765,1,2,0.1074380165,2,2,4,2,0,0.093956581,0,0,0,0,0,0,0,0.04
18671140,2,2,0,2,2,5,1,1,0.011074243,0.999751389,0,0,0,1,0,0,0
827710,3,3,0.1789529915,3,3,4.666666667,1,2,0.014220755,0.947961569,0,0,0,0,1,0,0.13
21878825,1,2,0.07352941176,2,2,1.5,2,0,0.002850946,0,0,0,0,0.5,0,0,0
17161940,1,2,0,2,2,5,0,2,0,0.9995521605,0,0,0,1,1,0,0
40261565,1,2,0.02083333333,2,2,4.5,1,1,0.015298997,0.987409413,0,0,0,1,0,0,0
16623942,1,2,0,2,2,5,0,2,0,0.999861777,0,0,0,1,1,0,0
16681907,3,3,1,3,3,5,0,3,0,0.999854207,0,0,0,1,1,1,1
47916002,1,5,0.01290816937,5,5,2.8,4,1,0.02746090425,0.986704707,0,0,0,0,0,0,0.07
52486291,1,2,0.07416879795,2,2,5,2,0,0.0284169935,0,0,0,0,0,0,0,0
33544588,1,2,0,2,2,3,1,1,0.004940917,0.999857306,0,0,0,1,0,0,0
28096188,2,2,0.2222222222,2,2,5,0,2,0,0.9996923805,0,0,0,0.5,1,0,0.23
49857940,1.5,3,0.3623188406,3,3,4.666666667,0,3,0,0.985230168,0,0,0,1,1,0,0.18
42818234,1,2,0.1233933162,2,2,4,2,0,0.0249193915,0,0,0,0,0,0,0,0
29640657,1,2,0,2,2,3,2,0,0.001944738,0,0,0,0,0.5,0,0,0
5205487,2,2,0,2,2,4.5,0,2,0,0.999834031,0,0,0,1,1,0,0.05
40451634,1,2,0.2525252525,2,2,5,0,2,0,0.8955891135,0,0,0,0,1,0,0.04
22178605,1,2,0.3333333333,2,2,5,0,2,0,0.999869108,0,0,0,1,1,0,0.01
10321994,2,2,0.5,2,2,5,0,2,0,0.999652565,0,0,0,0,1,0,0.18
14267246,1,2,0.4285714286,2,2,1,2,0,0.0005929735,0,0,0,0,1,0,0,0.03
21821636,1,2,0.1063829787,2,2,1,2,0,0.017604998,0,0,0,0,0,0,0,0.01
10127550,1,2,0.0625,2,2,3,1,1,0.001233242,0.966193199,0,0,0,1,0,0,0
41770523,2,2,1,2,2,4.5,0,2,0,0.999826491,0,0,0,1,1,0,0.89
669501,2,2,0,2,2,5,0,2,0,0.9756076935,0,0,0,1,1,1,0.72
13389562,2,2,0,2,2,3,1,1,0.004278207,0.999826491,0,0,0,1,0,0,0
49523782,1,2,0.07407407407,2,2,4,1,1,0.03247501,0.969733417,0,0,0,0,0,0,0
38746901,1,2,0.02097902098,2,2,3,2,0,0.003512191,0,0,0,0,1,0,0,0
809002,1,2,0,2,2,4,0,2,0,0.999693215,0,0,0,1,1,0,0.01
2335998,1,2,0,2,2,3,1,1,0.001295471,0.999681711,0,0,0,0.5,0,0,0
47684136,2,2,1,2,2,5,0,2,0,0.999856472,0,0,0,1,1,1,0.9880952381
43482953,2,2,1,2,2,5,0,2,0,0.999878645,0,0,0,0.5,1,0,0.2
22247332,1,3,0,3,3,2.666666667,2,1,0.0034855445,0.9998281,0,0,0,1,0,0,0
39315534,1,2,0.02173913043,2,2,2.5,2,0,0.0064084995,0,0,0,0,1,0,0,0
32273935,1,3,0.1838863939,3,3,4.666666667,3,0,0.01877441567,0,0,0,0,0,0,0,0
199510,2,2,0.06666666667,2,2,5,1,1,0.004693747,0.999869108,0,0,0,0,0,0,0.07
50784610,2,2,0.25,2,2,5,0,2,0,0.9993003605,0,0,0,1,1,0,0.16
24002935,2,2,0.5,2,2,1,2,0,0.003307051,0,0,0,0,1,0,0,0.17
15289473,1,2,0.05769230769,2,2,3,2,0,0.0089210155,0,0,0,0,1,0,0,0
20361200,2,2,1,2,2,5,0,2,0,0.998754144,0,0,0,1,1,0,1
22663692,2,2,0.1111111111,2,2,5,0,2,0,0.99824056,0,0,0,1,1,0,0
50017673,1,2,0.04268292683,2,2,5,2,0,0.104186699,0,0,0,0,0,0,0,0.04
46364499,1,2,0.06666666667,2,2,5,0,2,0,0.999680281,0,0,0,1,1,0,0.01
13171749,1,3,0.03836401809,3,3,3.666666667,2,1,0.0268961025,0.634858251,0,0,0,0,0,0,0
15185261,1,2,0,2,2,5,0,2,0,0.9977279305,0,0,0,0.5,1,0,0
948409,5,5,0.06840348083,5,5,5,0,5,0,0.9942817928,0,0,0,0,1,0,0.3
40277536,1,2,0.06451612903,2,2,5,1,1,0.000892097,0.980445325,0,0,0,1,0,0,0
2371598,3,3,0.03335863698,3,3,5,0,3,0,0.9968312383,0,0,0,0,1,0,0.06
14705881,1,2,0,2,2,4.5,0,2,0,0.9791817665,0,0,0,1,1,0,0
5519193,1,2,0.06043956044,2,2,4.5,2,0,0.09438757,0,0,0,0,0,0,0,0
42002171,1,2,0,2,2,5,0,2,0,0.970480859,0,0,0,1,1,0,0
44915265,2,2,0.08333333333,2,2,4,1,1,0.035584483,0.999884009,0,0,0,1,0,0,0
21080899,2,2,0,2,2,5,0,2,0,0.990997851,0,0,0,1,1,0,0.29
33563110,1,2,0.07142857143,2,2,5,1,1,0.006672202,0.99963212,0,0,0,1,0,0,0
35635435,2,2,0.08333333333,2,2,5,2,0,0.0126087015,0,0,0,0,1,0,0,0
24796781,1,2,0,2,2,4.5,2,0,0.078172989,0,0,0,0,1,0,0,0
14606526,1,2,0,2,2,5,0,2,0,0.9994928835,0,0,0,1,1,0,0
38172416,2,2,0.01923076923,2,2,5,1,1,0.438689083,0.93759197,0,0,0,1,0,0,0
51346302,1,7,0.1987184261,7,7,4.285714286,7,0,0.007690234714,0,0,0,0,0,0,0,0.01
2012581,2,2,0,2,2,4.5,1,1,0.061831165,0.99984467,0,0,0,1,0,0,0
1167316,2,2,0.01449275362,2,2,5,2,0,0.120519601,0,0,0,0,1,0,0,0
34037895,1,2,0,2,2,5,1,1,0.21088323,0.999646544,0,0,0,0,0,0,0.03
47747659,1,2,0.005076142132,2,2,3.5,1,1,0.006686964,0.999849916,0,0,0,1,0,0,0
50064417,1,2,0.01351351351,2,2,4,1,1,0.074576005,0.743744135,0,0,0,0.5,0,0,0
10462174,1.5,3,0.1018518519,3,3,4,1,2,0.100719877,0.868893504,0,0,0,1,1,0,0
34745127,2,2,1,2,2,5,2,0,0.054059155,0,0,0,0,1,0,0,0.41
3345030,2,2,0,2,2,3,1,1,0.02327119,0.999870181,0,0,0,0.5,0,0,0.03
8171102,1,2,0,2,2,5,0,2,0,0.9998711345,0,0,0,1,1,0,0
49336475,2,2,0.1025641026,2,2,4,1,1,0.06492383,0.988260627,0,0,0,0,0,0,0
48563366,2,2,0.2105263158,2,2,3,1,1,0.001403469,0.980697393,0,0,0,1,0,0,0
47297762,1,2,0.1020408163,2,2,4.5,0,2,0,0.9865425825,0,0,0,1,1,0,0
49053700,1,2,0,2,2,3,1,1,0.000376022,0.999777973,0,0,0,1,0,0,0
32272603,2,2,1,2,2,4.5,2,0,0.380455971,0,0,0,0,0,0,1,0.99
47093886,1,2,0,2,2,5,0,2,0,0.9997740985,0,0,0,0,1,0,0.01
23943923,1.5,6,0.03922933412,6,6,3.5,4,2,0.02623096575,0.985922873,0,0,0,1,0,0,0.04
12150648,2,2,1,2,2,5,0,2,0,0.999776304,0,0,0,1,1,0,0.38
49709959,1,2,0.02702702703,2,2,3.5,1,1,0.000412988,0.999768317,0,0,0,0.5,0,0,0
15449244,2,2,1,2,2,5,0,2,0,0.999879718,0,0,0,1,1,0,0.69
5489314,1,3,0.09523809524,3,3,1,3,0,0.003699606667,0,0,0,0,1,0,0,0.02
3810209,2,2,0,2,2,5,0,2,0,0.9992733295,0,0,0,0,1,0,0.01
44203886,1,2,0.04545454545,2,2,5,0,2,0,0.999176979,0,0,0,1,1,0,0.05
51871395,1,2,0.04761904762,2,2,5,1,1,0.001427808,0.9942469,0,0,0,1,0,0,0
44864738,1,2,0.08474576271,2,2,2,2,0,0.002604512,0,0,0,0,1,0,0,0
14679528,1,2,0,2,2,3,1,1,0.005380361,0.999776304,0,0,0,1,0,0,0
52676254,1,2,0,2,2,5,0,2,0,0.987416267,0,0,0,1,1,0,0.01
34633160,1,2,0.1226415094,2,2,5,2,0,0.0381359485,0,0,0,0,0,0,0,0.05
31650872,1,2,0.01744186047,2,2,2.5,2,0,0.0030041445,0,0,0,0,1,0,0,0.01
28954306,1,2,0.05063291139,2,2,4.5,1,1,0.034388412,0.999772608,0,0,0,1,0,0,0
21489268,1,2,0.1111111111,2,2,2.5,1,1,0.002238389,0.999872088,0,0,0,1,0,0,0
38197141,1,2,0,2,2,3,2,0,0.002963659,0,0,0,0,1,0,0,0
50586526,1,2,0.01973684211,2,2,4.5,2,0,0.0891165325,0,0,0,0,0,0,0,0.06
1466305,2,2,1,2,2,4,0,2,0,0.998742521,0,0,0,1,1,0,0.94
14308733,2,2,1,2,2,1,2,0,0.000234996,0,0,0,0,0,0,1,0.79
24670278,1,2,0.02150537634,2,2,5,0,2,0,0.757450342,0,0,0,0,1,0,0
52906043,1,2,0.03225806452,2,2,2.5,1,1,0.002930549,0.99512732,0,0,0,0.5,0,0,0
21885631,1,2,0.04444444444,2,2,2.5,1,1,0.006522607,0.989379704,0,0,0,1,0,0,0
21330911,1,2,0.1311053985,2,2,4.5,2,0,0.155456135,0,0,0,0,0,0,0,0.03
41209259,1,2,0.3333333333,2,2,4.5,0,2,0,0.9995538295,0,0,0,1,1,0,0.01
16511,1,2,0.05263157895,2,2,5,0,2,0,0.99726671,0,0,0,0,1,0,0
18480368,1,2,0.4,2,2,2.5,2,0,0.0028013525,0,0,0,0,1,0,0,0.03
36449582,1,2,0.07692307692,2,2,4,1,1,0.00283537,0.999749005,0,0,0,1,0,0,0
8127133,1,2,0,2,2,5,1,1,0.0464168,0.999844909,0,0,0,1,0,0,0
4264145,2,2,0,2,2,5,2,0,0.079518103,0,0,0,0,1,0,0,0.01
29538141,1,2,0.02702702703,2,2,2.5,2,0,0.0028710665,0,0,0,0,0.5,0,0,0
10415924,1,2,0.05421686747,2,2,4.5,2,0,0.001829845,0,0,0,0,1,0,0,0.01
39935919,2,2,0,2,2,5,0,2,0,0.999828547,0,0,0,1,1,0,0.01
11293916,1,2,0,2,2,5,0,2,0,0.9828321335,0,0,0,1,1,0,0.01
31143681,1,2,0,2,2,3.5,1,1,0.005481723,0.999841213,0,0,0,1,0,0,0
40397860,1,2,0,2,2,3,1,1,0.001149504,0.969071865,0,0,0,1,0,0,0
47119337,1,2,0.02040816327,2,2,4.5,1,1,0.025809648,0.66991055,0,0,0,1,0,0,0
14916066,1,2,0.02127659574,2,2,5,0,2,0,0.99790737,0,0,0,0,1,0,0
25922454,2,2,0.25,2,2,1,2,0,0.001629035,0,0,0,0,1,0,0,0.06
52870270,1.25,5,0.1736892415,5,5,4.4,4,1,0.0713581445,0.848965168,0,0,0,0,0,0,0.26
18380819,1,2,0,2,2,4,0,2,0,0.968141079,0,0,0,1,1,0,0
9472869,1,2,0,2,2,3,2,0,0.000994847,0,0,0,0,0.5,0,0,0
16298307,2,2,0,2,2,5,0,2,0,0.9998447,0,0,0,1,1,0,0.22
26038461,1,2,0,2,2,3.5,0,2,0,0.84900254,0,0,0,1,1,0,0
50737746,1,2,0.03409090909,2,2,3,2,0,0.0015297045,0,0,0,0,1,0,0,0
42946153,1,2,0,2,2,4.5,1,1,0.011686861,0.958298743,0,0,0,1,0,0,0
16456983,2,2,0,2,2,3.5,0,2,0,0.9992602165,0,0,0,1,1,0,0.01
34450982,2,2,1,2,2,3,2,0,0.000235713,0,0,0,0,0,0,1,0.85
30348579,2,2,1,2,2,5,0,2,0,0.998969316,0,0,0,1,1,0,0.87
19815239,1,2,0.09090909091,2,2,5,0,2,0,0.9644658865,0,0,0,1,1,0,0
4988828,1,2,0.1333333333,2,2,1,2,0,0.0058880845,0,0,0,0,1,0,0,0
16992719,1,2,0.06622516556,2,2,4.5,2,0,0.016343321,0,0,0,0,0.5,0,0,0
29270910,2,2,0.01086956522,2,2,5,0,2,0,0.983357638,0,0,0,0,1,0,0.02
17957446,1.4,7,0.1190981502,7,7,4.714285714,5,2,0.0097830796,0.947223127,0,0,0,0.14,0,0,0.03
22765899,1,2,0,2,2,3,1,1,0.000528752,0.99947387,0,0,0,0.5,0,0,0
34477295,1,2,0,2,2,3.5,2,0,0.0032686655,0,0,0,0,0.5,0,0,0
35269556,2,2,0,2,2,3.5,1,1,0.06503091,0.999824703,0,0,0,1,0,0,0.01
53017806,1,6,0.1417371093,6,6,5,5,1,0.0839935528,0.953810513,0,0,0,0,0,0,0.17
50300922,1,2,0.1714285714,2,2,5,0,2,0,0.999543905,0,0,0,0,1,0,0.02
23364199,1,2,0,2,2,5,1,1,0.003561774,0.999867439,0,0,0,0.5,0,0,0.11
11500419,1,2,0.01111111111,2,2,5,1,1,0.158513457,0.995160997,0,0,0,0.5,0,0,0
27290559,1,2,0.03875968992,2,2,5,0,2,0,0.935359597,0,0,0,1,1,0,0
12989578,1,2,0.1282051282,2,2,5,1,1,0.018051324,0.600117087,0,0,0,1,0,0,0
13333718,2,2,0.3181818182,2,2,1,2,0,0.0007608205,0,0,0,0,0.5,0,0,0.11
2468559,1,2,0,2,2,4.5,0,2,0,0.999596,0,0,0,1,1,0,0.02
18163651,1,3,0.07402686484,3,3,4.666666667,3,0,0.012912022,0,0,0,0,0.67,0,0,0
15270451,1,2,0,2,2,5,0,2,0,0.9991140665,0,0,0,0.5,1,0,0.01
45099581,1,2,0,2,2,3.5,1,1,0.001533734,0.999884129,0,0,0,1,0,0,0
50014143,1,3,0.07544910623,3,3,5,3,0,0.009953788667,0,0,0,0,1,0,0,0
25852275,1,2,0.03418803419,2,2,2.5,2,0,0.015673321,0,0,0,0,0.5,0,0,0
14096048,1,2,0.02040816327,2,2,1,2,0,0.00240751,0,0,0,0,0.5,0,0,0
1304437,2,2,0,2,2,5,0,2,0,0.999738842,0,0,0,1,1,0,0.06
29795668,1,2,0.1612903226,2,2,5,2,0,0.0192212185,0,0,0,0,0,0,0,0
46827963,2,2,1,2,2,5,0,2,0,0.999855757,0,0,0,1,1,1,0.50025
17962671,2,2,1,2,2,5,0,2,0,0.999855757,0,0,0,1,1,0,0.50025
37111791,2,2,1,2,2,4,0,2,0,0.999171615,0,0,0,1,1,1,1
43856165,1,10,0.07849046454,10,10,4.2,5,5,0.0306425798,0.8583851102,0,0,0,0,0,0,0.07
51205506,1,2,0.02941176471,2,2,2.5,2,0,0.001044629,0,0,0,0,0.5,0,0,0
11577054,1,3,0.01234567901,3,3,3,1,2,0.008197193,0.9801874165,0,0,0,1,1,0,0
48848870,1,2,0,2,2,4,2,0,0.1831263425,0,0,0,0,0,0,0,0
14701446,2,2,0.1153846154,2,2,5,2,0,0.073504767,0,0,0,0,0,0,0,0.03
51949299,2.5,5,0.5965238529,5,5,3.2,5,0,0.0106326466,0,0,0,0,0,0,0,0.34
33107350,3,6,0.4569016326,6,6,4.166666667,5,1,0.0156127242,0.798120201,0,0,0,0,0,1,0.56
45467152,1,2,0.07407407407,2,2,5,0,2,0,0.994160026,0,0,0,1,1,0,0.02
43193041,1,2,0.1428571429,2,2,5,0,2,0,0.9997301995,0,0,0,0.5,1,0,0
40326388,1,2,0,2,2,4.5,1,1,0.055126198,0.986613452,0,0,0,0.5,0,0,0
52803739,1.25,5,0.2253334889,5,5,4.6,0,5,0,0.944480884,0,0,0,0.8,1,0,0.13
51666042,1.142857143,8,0.0694903359,8,8,4.625,5,3,0.0997635684,0.9937292933,0.38,0,0,0,0,0,0.05
37526525,1,2,0.1127272727,2,2,5,2,0,0.018924259,0,0,0,0,0,0,0,0.03
13119159,2,2,1,2,2,5,0,2,0,0.976000369,0,0,0,1,1,1,1
22833918,1,2,0.02898550725,2,2,4,1,1,0.006397128,0.944343686,0,0,0,1,0,0,0
17242618,2,2,1,2,2,5,0,2,0,0.9995948375,0,0,0,1,1,1,1
15169641,1,2,0,2,2,4,0,2,0,0.884465933,0,0,0,1,1,0,0
44834233,1,7,0.1598532099,7,7,4.428571429,7,0,0.09743801114,0,0,0,0,0,0,0,0.04
21153386,2,2,1,2,2,5,0,2,0,0.99971956,0,0,0,1,1,0,0.6242857143
423847,2,2,0.07407407407,2,2,3,2,0,0.012605705,0,0,0,0,0.5,0,0,0
22429746,1,4,0.1560046797,4,4,4.75,2,2,0.0473553445,0.9521365165,0,0,0,0,0,1,0.43
53090839,1.142857143,8,0.09702215349,8,8,4.5,6,2,0.04825568683,0.9167267085,0,0,0,0.12,0,0,0.02
44510203,1,2,0.06976744186,2,2,5,2,0,0.2836355155,0,0,0,0,0,0,0,0.02
11162570,1,2,0,2,2,2.5,1,1,0.000242337,0.990147889,0,0,0,1,0,0,0
